Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B2971,"BRIDGE OVER VAN WYKS RIVER
",Bridge,Bridge Cellular,11/22/2019,MR00191,0.22,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),BE,20,790,L,15800,3,4,4,25,1
B2971,"BRIDGE OVER VAN WYKS RIVER
",Bridge,Bridge Cellular,11/22/2019,MR00191,0.22,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 101. Apply protective coating,BE,10,510,m2,5100,1,1,4,78,1
B2971,"BRIDGE OVER VAN WYKS RIVER
",Bridge,Bridge Cellular,11/22/2019,MR00191,0.22,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,05. Waterway, 209. Clear siltation,AC,10,670,m3,6700,1,1,4,60,1
B2971,"BRIDGE OVER VAN WYKS RIVER
",Bridge,Bridge Cellular,11/22/2019,MR00191,0.22,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),AC,50,790,L,39500,2,4,9,23,1
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,11. Parapet, 453. Install full height pedestrian balustrade,S1,10,3280,m,32800,4,4,4,12,2
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5700,No,11400,2,4,1,9,3
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,S1,5,510,m2,2550,2,4,9,353,1
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,BU,40,510,m2,20400,2,4,4,20,2
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,10,790,L,7900,2,4,4,51,1
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,06. Abutments, 101. Apply protective coating,BU,8,510,m2,4080,2,4,4,98,1
B2972,RAIL OVER ROAD AT VAN WYKS RIVER,Bridge,Bridge - Arch,11/27/2019,MR00191,0.22,Drakenstein,Drakenstein,Cape Winelands,6/30/2022,20. Decks and Slabs, 104. Concrete (reinforced),AC1,2,12990,m3,25980,4,4,9,35,1
B2975A,JAN JOUBERTSGAT BRIDGE,Bridge,Bridge - Arch,11/25/2019,MR00191,37.16,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 454. New endblocks,S1,4,16260,No,65040,1,1,4,6,3
B2975A,JAN JOUBERTSGAT BRIDGE,Bridge,Bridge - Arch,11/25/2019,MR00191,37.16,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,100,790,L,79000,1,1,4,5,3
B2975A,JAN JOUBERTSGAT BRIDGE,Bridge,Bridge - Arch,11/25/2019,MR00191,37.16,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,20,790,m,15800,1,1,4,25,1
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S3",100,790,m,79000,3,4,4,5,3
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1-S3,50,790,L,39500,3,4,4,10,2
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P1,50,790,m3,39500,1,1,1,3,3
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 953. Ad-hoc item (describe under Remarks),U2,1,1140,No,1140,3,4,9,789,1
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),"S1,S2",200,790,L,158000,3,4,4,3,3
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),P1,10,1140,No,11400,3,4,16,140,1
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P1,P2",1000,790,L,790000,3,4,16,2,3
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,9,360,No,3240,1,1,1,31,1
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,19. Transverse Members, 118. Repair spall (including honeycombing),"S1,S3",10,790,L,7900,3,4,1,13,2
B2976C,DU TOITS RIVER BRIDGE,Bridge,Bridge,11/25/2019,MR00191,39.33,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 101. Apply protective coating,U2,100,510,m2,51000,3,4,9,18,2
B2978,ATLANTIS ROAD OVER RAIL,Bridge,Bridge,11/25/2019,MR00199,19.18,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",48,6540,m,313920,3,4,9,3,3
B2978,ATLANTIS ROAD OVER RAIL,Bridge,Bridge,11/25/2019,MR00199,19.18,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BU,AP",16,1660,m,26560,3,4,9,34,1
B2979,BREEDE RIVER NO 1,Bridge,Bridge,11/13/2019,MR00201+,14.56,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,"AP,AS",50,790,m3,39500,2,4,4,10,3
B2979,BREEDE RIVER NO 1,Bridge,Bridge,11/13/2019,MR00201+,14.56,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,6,3280,m,19680,2,4,9,46,1
B2980,BREEDE RIVER NO 2,Bridge,Bridge,11/13/2019,MR00201+,14.8,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 120. Seal cracks,AS,10,790,m,7900,2,4,4,51,1
B2980,BREEDE RIVER NO 2,Bridge,Bridge,11/13/2019,MR00201+,14.8,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,5,790,L,3950,2,4,4,101,1
B2983,BORCHARDS BRIDGE,Bridge,Bridge,10/30/2019,MR00201+,22.62,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,8,1290,m,10320,1,1,4,39,1
B2983,BORCHARDS BRIDGE,Bridge,Bridge,10/30/2019,MR00201+,22.62,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3280,No,13120,3,4,9,69,1
B2983,BORCHARDS BRIDGE,Bridge,Bridge,10/30/2019,MR00201+,22.62,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,2,1140,No,2280,3,4,4,175,1
B2985,LEEU RIVER,Bridge,Bridge,11/21/2019,MR00201,43.12,Drakenstein,Wellington,Cape Winelands,6/30/2022,06. Abutments, 108. Cut back reinforcement (tie rods) and make good,BU,30,240,No,7200,2,4,4,56,1
B2985,LEEU RIVER,Bridge,Bridge,11/21/2019,MR00201,43.12,Drakenstein,Wellington,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,50,790,L,39500,3,4,4,10,2
B2985,LEEU RIVER,Bridge,Bridge,11/21/2019,MR00201,43.12,Drakenstein,Wellington,Cape Winelands,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BU,2,2630,m2,5260,1,1,9,171,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,150,790,L,118500,3,4,4,3,3
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,AS,32,360,m,11520,1,1,4,35,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),U1,2,1140,No,2280,2,4,1,44,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,1,1140,No,1140,1,1,1,88,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,100,790,L,79000,2,4,0,0,3
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,20. Decks and Slabs, 108. Cut back reinforcement (tie rods) and make good,AS,50,240,No,12000,3,4,0,0,3
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,200,790,L,158000,3,4,4,3,3
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 357. Replace kerbs or berms,U2,2,1010,m,2020,1,1,4,198,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,5,790,m,3950,2,4,4,101,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20,3280,No,65600,3,4,9,14,2
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S3,5,160,m,800,1,1,9,1125,1
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,U2,60,790,m2,47400,1,1,4,8,3
B2986,HUGOS RIVER,Bridge,Bridge,11/21/2019,MR00201,53.8,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S3,2,12990,m3,25980,2,4,4,15,2
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S2,500,790,L,395000,3,4,4,1,3
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,200,790,L,158000,3,4,9,6,3
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,10,790,L,7900,3,4,1,13,2
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 366. Install/replace concrete channel,S2,1,510,m,510,3,4,4,784,1
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),U2,1,12990,m3,12990,3,4,1,8,3
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,AS,10,790,m3,7900,3,4,1,13,2
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),AP,6,3280,m3,19680,3,4,1,5,3
B2989,WEMMERSHOEK RIVER,Bridge,Bridge,11/27/2019,MR00201,71.69,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S2,1,12990,m3,12990,3,4,9,69,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,S1,160,790,m2,126400,3,4,4,3,3
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,400,790,m2,316000,1,1,4,1,3
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,20,6540,m,130800,3,4,9,7,3
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,50,790,L,39500,3,4,4,10,2
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 103. Clean concrete surface,S1,60,160,m2,9600,3,4,4,42,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 101. Apply protective coating,S1,60,510,m2,30600,3,4,4,13,2
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 702. Traffic accommodation-Low (< 10 000 vpd),BU,1,146090,LS,146090,3,4,4,3,3
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,60,80,m2,4800,1,1,1,21,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 103. Clean concrete surface,BU,100,160,m2,16000,3,4,9,56,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 102. Apply silanes,BU,100,510,m2,51000,3,4,9,18,2
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U2,10,790,m,7900,3,4,4,51,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,160,160,m2,25600,3,4,4,16,2
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 101. Apply protective coating,BU,160,510,m2,81600,3,4,4,5,3
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",S1,10,790,m2,7900,3,4,4,51,1
B2990,ROAD OVER RAIL AT ARBORETUM AVE,Bridge,Bridge,11/20/2019,MR00207,1.4,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,60,790,m,47400,3,4,9,19,2
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,15. Bearings, 255. Replace - elastomeric,BU,8,4910,No,39280,4,4,9,23,1
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,16,670,m,10720,4,4,9,84,1
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,21. Miscellaneous Items, 617. Replace road signs,U1,1,2630,m2,2630,1,1,1,38,1
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S11,150,790,L,118500,4,4,9,8,3
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,15. Bearings, 255. Replace - elastomeric,"P3,P6,P9",24,4910,No,117840,4,4,9,8,3
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,15,790,L,11850,2,4,4,34,1
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S12,800,790,L,632000,4,4,9,1,3
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,750,790,L,592500,4,4,9,2,3
B3006,Bridge over Diep River,Bridge,Bridge,11/18/2019,MR00217,11.07,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S10,20,790,L,15800,4,4,9,57,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,100,510,m2,51000,2,4,4,8,3
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,19. Transverse Members, 101. Apply protective coating,AS,100,510,m2,51000,3,4,9,18,2
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),S4,1,1140,No,1140,2,4,1,88,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,20,4910,No,98200,3,4,4,4,3
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,S3,1,510,m2,510,2,4,4,784,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,19. Transverse Members, 101. Apply protective coating,AS,50,510,m2,25500,3,4,9,35,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,40,510,m2,20400,2,4,4,20,2
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,20,510,m2,10200,3,4,4,39,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",BU,12,4910,No,58920,3,4,4,7,3
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 458. New/repair steel railing,"S2,S3",10,3280,m,32800,1,1,4,12,2
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,BU,12,790,m,9480,2,4,4,42,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 101. Apply protective coating,AS,40,510,m2,20400,2,4,1,5,3
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,100,510,m2,51000,3,4,4,8,3
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,24,360,No,8640,1,1,1,12,2
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,S3,5,790,m2,3950,1,1,4,101,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,6,790,m,4740,2,4,9,190,1
B3007,BERG RIVER AT LADY LOCH,Bridge,Bridge,11/26/2019,MR00222,1.41,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),P2,1,4060,No,4060,3,4,4,99,1
B3011,SOUT RIVER AT VOLSTRUISFONTEIN,Bridge,Bridge,11/18/2019,MR00228,3.18,Saldanha Bay,West Coast,West Coast,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,100,790,L,79000,2,4,4,5,3
B3011,SOUT RIVER AT VOLSTRUISFONTEIN,Bridge,Bridge,11/18/2019,MR00228,3.18,Saldanha Bay,West Coast,West Coast,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,1,1140,No,0,0,0,1,9999999,1
B3011,SOUT RIVER AT VOLSTRUISFONTEIN,Bridge,Bridge,11/18/2019,MR00228,3.18,Saldanha Bay,West Coast,West Coast,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",50,360,m,18000,1,1,9,50,1
B3011,SOUT RIVER AT VOLSTRUISFONTEIN,Bridge,Bridge,11/18/2019,MR00228,3.18,Saldanha Bay,West Coast,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,50,790,L,39500,2,4,9,23,1
B3011,SOUT RIVER AT VOLSTRUISFONTEIN,Bridge,Bridge,11/18/2019,MR00228,3.18,Saldanha Bay,West Coast,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U1,3,790,m,2370,2,4,1,42,1
B3012,"KOCHRA RIVER TRIBUTARY NO1
",Bridge,Bridge,12/4/2019,MR00228,12.19,Swartland,West Coast,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,"U1,U2",4,790,m,3160,1,1,4,127,1
B3012,"KOCHRA RIVER TRIBUTARY NO1
",Bridge,Bridge,12/4/2019,MR00228,12.19,Swartland,West Coast,West Coast,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,0.5,160,m,80,1,1,4,5000,1
B3012,"KOCHRA RIVER TRIBUTARY NO1
",Bridge,Bridge,12/4/2019,MR00228,12.19,Swartland,West Coast,West Coast,6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,20,5390,m,107800,4,4,9,8,3
B3012,"KOCHRA RIVER TRIBUTARY NO1
",Bridge,Bridge,12/4/2019,MR00228,12.19,Swartland,West Coast,West Coast,6/30/2022,14. Piers & Columns, 120. Seal cracks,P2,5,790,m,3950,4,4,1,25,1
B3012,"KOCHRA RIVER TRIBUTARY NO1
",Bridge,Bridge,12/4/2019,MR00228,12.19,Swartland,West Coast,West Coast,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",30,6540,m,196200,4,4,4,2,3
